envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:391] initializing epoch 0 (base id=0, hot restart version=11.120)
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.filters.http.upstream: envoy.buffer, envoy.filters.http.admission_control, envoy.filters.http.buffer, envoy.filters.http.upstream_codec
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.retry_priorities: envoy.retry_priorities.previous_priorities
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.config.validators: envoy.config.validators.minimum_clusters, envoy.config.validators.minimum_clusters_validator
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.path.match: envoy.path.match.uri_template.uri_template_matcher
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.resolvers: envoy.ip
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.health_checkers: envoy.health_checkers.redis, envoy.health_checkers.thrift
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.dubbo_proxy.filters: envoy.filters.dubbo.router
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.matching.input_matchers: envoy.matching.matchers.consistent_hashing, envoy.matching.matchers.ip
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.http.original_ip_detection: envoy.http.original_ip_detection.custom_header, envoy.http.original_ip_detection.xff
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.internal_redirect_predicates: envoy.internal_redirect_predicates.allow_listed_routes, envoy.internal_redirect_predicates.previous_routes, envoy.internal_redirect_predicates.safe_cross_scheme
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.rate_limit_descriptors: envoy.rate_limit_descriptors.expr
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.access_loggers.extension_filters: envoy.access_loggers.extension_filters.cel
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.transport_sockets.upstream: envoy.transport_sockets.alts, envoy.transport_sockets.http_11_proxy, envoy.transport_sockets.internal_upstream, envoy.transport_sockets.quic, envoy.transport_sockets.raw_buffer, envoy.transport_sockets.starttls, envoy.transport_sockets.tap, envoy.transport_sockets.tcp_stats, envoy.transport_sockets.tls, envoy.transport_sockets.upstream_proxy_protocol, raw_buffer, starttls, tls
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.filters.network: envoy.echo, envoy.ext_authz, envoy.filters.network.connection_limit, envoy.filters.network.direct_response, envoy.filters.network.dubbo_proxy, envoy.filters.network.echo, envoy.filters.network.ext_authz, envoy.filters.network.http_connection_manager, envoy.filters.network.local_ratelimit, envoy.filters.network.mongo_proxy, envoy.filters.network.ratelimit, envoy.filters.network.rbac, envoy.filters.network.redis_proxy, envoy.filters.network.sni_cluster, envoy.filters.network.sni_dynamic_forward_proxy, envoy.filters.network.tcp_proxy, envoy.filters.network.thrift_proxy, envoy.filters.network.wasm, envoy.filters.network.zookeeper_proxy, envoy.http_connection_manager, envoy.mongo_proxy, envoy.ratelimit, envoy.redis_proxy, envoy.tcp_proxy
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.http.header_validators: envoy.http.header_validators.envoy_default
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.wasm.runtime: envoy.wasm.runtime.null, envoy.wasm.runtime.v8
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.matching.http.custom_matchers: envoy.matching.custom_matchers.trie_matcher
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.common.key_value: envoy.key_value.file_based
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.filters.listener: envoy.filters.listener.http_inspector, envoy.filters.listener.original_dst, envoy.filters.listener.original_src, envoy.filters.listener.proxy_protocol, envoy.filters.listener.tls_inspector, envoy.listener.http_inspector, envoy.listener.original_dst, envoy.listener.original_src, envoy.listener.proxy_protocol, envoy.listener.tls_inspector
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.compression.compressor: envoy.compression.brotli.compressor, envoy.compression.gzip.compressor, envoy.compression.zstd.compressor
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.http.cache: envoy.extensions.http.cache.simple
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.bootstrap: envoy.bootstrap.internal_listener, envoy.bootstrap.wasm, envoy.extensions.network.socket_interface.default_socket_interface
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.regex_engines: envoy.regex_engines.google_re2
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.stats_sinks: envoy.dog_statsd, envoy.graphite_statsd, envoy.metrics_service, envoy.stat_sinks.dog_statsd, envoy.stat_sinks.graphite_statsd, envoy.stat_sinks.hystrix, envoy.stat_sinks.metrics_service, envoy.stat_sinks.statsd, envoy.stat_sinks.wasm, envoy.statsd
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.transport_sockets.downstream: envoy.transport_sockets.alts, envoy.transport_sockets.quic, envoy.transport_sockets.raw_buffer, envoy.transport_sockets.starttls, envoy.transport_sockets.tap, envoy.transport_sockets.tcp_stats, envoy.transport_sockets.tls, raw_buffer, starttls, tls
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.grpc_credentials: envoy.grpc_credentials.aws_iam, envoy.grpc_credentials.default, envoy.grpc_credentials.file_based_metadata
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.resource_monitors: envoy.resource_monitors.fixed_heap, envoy.resource_monitors.injected_resource
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.filters.udp_listener: envoy.filters.udp.dns_filter, envoy.filters.udp_listener.udp_proxy
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.access_loggers: envoy.access_loggers.file, envoy.access_loggers.http_grpc, envoy.access_loggers.open_telemetry, envoy.access_loggers.stderr, envoy.access_loggers.stdout, envoy.access_loggers.tcp_grpc, envoy.access_loggers.wasm, envoy.file_access_log, envoy.http_grpc_access_log, envoy.open_telemetry_access_log, envoy.stderr_access_log, envoy.stdout_access_log, envoy.tcp_grpc_access_log, envoy.wasm_access_log
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.matching.network.custom_matchers: envoy.matching.custom_matchers.trie_matcher
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.udp_packet_writer: envoy.udp_packet_writer.default, envoy.udp_packet_writer.gso
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.matching.network.input: envoy.matching.inputs.application_protocol, envoy.matching.inputs.destination_ip, envoy.matching.inputs.destination_port, envoy.matching.inputs.direct_source_ip, envoy.matching.inputs.dns_san, envoy.matching.inputs.server_name, envoy.matching.inputs.source_ip, envoy.matching.inputs.source_port, envoy.matching.inputs.source_type, envoy.matching.inputs.subject, envoy.matching.inputs.transport_protocol, envoy.matching.inputs.uri_san
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.upstream_options: envoy.extensions.upstreams.http.v3.HttpProtocolOptions, envoy.upstreams.http.http_protocol_options
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.upstreams: envoy.filters.connection_pools.tcp.generic
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.clusters: envoy.cluster.eds, envoy.cluster.logical_dns, envoy.cluster.original_dst, envoy.cluster.static, envoy.cluster.strict_dns, envoy.clusters.aggregate, envoy.clusters.dynamic_forward_proxy, envoy.clusters.redis
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.thrift_proxy.transports: auto, framed, header, unframed
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.dubbo_proxy.protocols: dubbo
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.thrift_proxy.filters: envoy.filters.thrift.header_to_metadata, envoy.filters.thrift.rate_limit, envoy.filters.thrift.router
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.request_id: envoy.request_id.uuid
envoy-1         | [2024-06-11 13:43:31.398][1][info][main] [source/server/server.cc:395]   envoy.tracers: envoy.dynamic.ot, envoy.tracers.datadog, envoy.tracers.dynamic_ot, envoy.tracers.opencensus, envoy.tracers.opentelemetry, envoy.tracers.skywalking, envoy.tracers.xray, envoy.tracers.zipkin, envoy.zipkin
envoy-1         | [2024-06-11 13:43:31.410][1][warning][misc] [source/common/protobuf/message_validator_impl.cc:21] Deprecated field: type envoy.config.cluster.v3.Cluster Using deprecated option 'envoy.config.cluster.v3.Cluster.dns_resolvers' from file cluster.proto. This configuration will be removed from Envoy soon. Please see https://www.envoyproxy.io/docs/envoy/latest/version_history/version_history for details. If continued use of this field is absolutely necessary, see https://www.envoyproxy.io/docs/envoy/latest/configuration/operations/runtime#using-runtime-overrides-for-deprecated-features for how to apply a temporary and highly discouraged override.
envoy-1         | [2024-06-11 13:43:31.410][1][warning][misc] [source/common/protobuf/message_validator_impl.cc:21] Deprecated field: type envoy.config.bootstrap.v3.Admin Using deprecated option 'envoy.config.bootstrap.v3.Admin.access_log_path' from file bootstrap.proto. This configuration will be removed from Envoy soon. Please see https://www.envoyproxy.io/docs/envoy/latest/version_history/version_history for details. If continued use of this field is absolutely necessary, see https://www.envoyproxy.io/docs/envoy/latest/configuration/operations/runtime#using-runtime-overrides-for-deprecated-features for how to apply a temporary and highly discouraged override.
envoy-1         | [2024-06-11 13:43:31.411][1][info][main] [source/server/server.cc:443] HTTP header map info:
envoy-1         | [2024-06-11 13:43:31.412][1][info][main] [source/server/server.cc:446]   request header map: 664 bytes: :authority,:method,:path,:protocol,:scheme,accept,accept-encoding,access-control-request-headers,access-control-request-method,access-control-request-private-network,authentication,authorization,cache-control,cdn-loop,connection,content-encoding,content-length,content-type,expect,grpc-accept-encoding,grpc-timeout,if-match,if-modified-since,if-none-match,if-range,if-unmodified-since,keep-alive,origin,pragma,proxy-connection,proxy-status,referer,te,transfer-encoding,upgrade,user-agent,via,x-client-trace-id,x-envoy-attempt-count,x-envoy-decorator-operation,x-envoy-downstream-service-cluster,x-envoy-downstream-service-node,x-envoy-expected-rq-timeout-ms,x-envoy-external-address,x-envoy-force-trace,x-envoy-hedge-on-per-try-timeout,x-envoy-internal,x-envoy-ip-tags,x-envoy-max-retries,x-envoy-original-path,x-envoy-original-url,x-envoy-retriable-header-names,x-envoy-retriable-status-codes,x-envoy-retry-grpc-on,x-envoy-retry-on,x-envoy-upstream-alt-stat-name,x-envoy-upstream-rq-per-try-timeout-ms,x-envoy-upstream-rq-timeout-alt-response,x-envoy-upstream-rq-timeout-ms,x-envoy-upstream-stream-duration-ms,x-forwarded-client-cert,x-forwarded-for,x-forwarded-host,x-forwarded-proto,x-ot-span-context,x-request-id
envoy-1         | [2024-06-11 13:43:31.412][1][info][main] [source/server/server.cc:446]   request trailer map: 128 bytes: 
envoy-1         | [2024-06-11 13:43:31.412][1][info][main] [source/server/server.cc:446]   response header map: 440 bytes: :status,access-control-allow-credentials,access-control-allow-headers,access-control-allow-methods,access-control-allow-origin,access-control-allow-private-network,access-control-expose-headers,access-control-max-age,age,cache-control,connection,content-encoding,content-length,content-type,date,etag,expires,grpc-message,grpc-status,keep-alive,last-modified,location,proxy-connection,proxy-status,server,transfer-encoding,upgrade,vary,via,x-envoy-attempt-count,x-envoy-decorator-operation,x-envoy-degraded,x-envoy-immediate-health-check-fail,x-envoy-ratelimited,x-envoy-upstream-canary,x-envoy-upstream-healthchecked-cluster,x-envoy-upstream-service-time,x-request-id
envoy-1         | [2024-06-11 13:43:31.412][1][info][main] [source/server/server.cc:446]   response trailer map: 152 bytes: grpc-message,grpc-status
envoy-1         | [2024-06-11 13:43:31.422][1][info][main] [source/server/server.cc:798] runtime: {}
envoy-1         | [2024-06-11 13:43:31.422][1][info][admin] [source/server/admin/admin.cc:67] admin address: 127.0.0.1:9901
envoy-1         | [2024-06-11 13:43:31.422][1][debug][dns] [source/extensions/network/dns_resolver/cares/dns_impl.cc:561] c-ares library initialized.
envoy-1         | [2024-06-11 13:43:31.423][1][info][config] [source/server/configuration_impl.cc:131] loading tracing configuration
envoy-1         | [2024-06-11 13:43:31.423][1][info][config] [source/server/configuration_impl.cc:91] loading 0 static secret(s)
envoy-1         | [2024-06-11 13:43:31.423][1][info][config] [source/server/configuration_impl.cc:97] loading 1 cluster(s)
envoy-1         | [2024-06-11 13:43:31.423][1][trace][upstream] [source/common/upstream/strict_dns_cluster.cc:107] starting async DNS resolution for run.mocky.io
envoy-1         | [2024-06-11 13:43:31.423][1][debug][dns] [source/extensions/network/dns_resolver/cares/dns_impl.cc:354] dns resolution for run.mocky.io started
envoy-1         | [2024-06-11 13:43:31.424][1][trace][dns] [source/extensions/network/dns_resolver/cares/dns_impl.cc:317] Setting DNS resolution timer for 5000 milliseconds
envoy-1         | [2024-06-11 13:43:31.424][1][debug][upstream] [source/common/upstream/cluster_manager_impl.cc:115] cm init: adding: cluster=greeter_service primary=1 secondary=0
envoy-1         | [2024-06-11 13:43:31.424][1][debug][upstream] [source/common/upstream/cluster_manager_impl.cc:169] maybe finish initialize state: 1
envoy-1         | [2024-06-11 13:43:31.424][1][debug][upstream] [source/common/upstream/cluster_manager_impl.cc:178] maybe finish initialize primary init clusters empty: false
envoy-1         | [2024-06-11 13:43:31.424][1][info][config] [source/server/configuration_impl.cc:101] loading 1 listener(s)
envoy-1         | [2024-06-11 13:43:31.425][1][info][config] [source/server/configuration_impl.cc:113] loading stats configuration
envoy-1         | [2024-06-11 13:43:31.429][1][info][main] [source/server/server.cc:894] starting main dispatch loop
envoy-1         | [2024-06-11 13:43:31.528][1][trace][dns] [source/extensions/network/dns_resolver/cares/dns_impl.cc:317] Setting DNS resolution timer for 5000 milliseconds
envoy-1         | [2024-06-11 13:43:31.628][1][debug][dns] [source/extensions/network/dns_resolver/cares/dns_impl.cc:275] dns resolution for run.mocky.io completed with status 0
envoy-1         | [2024-06-11 13:43:31.628][1][trace][upstream] [source/common/upstream/strict_dns_cluster.cc:115] async DNS resolution complete for run.mocky.io
envoy-1         | [2024-06-11 13:43:31.628][1][debug][upstream] [source/common/upstream/upstream_impl.cc:351] transport socket match, socket default selected for host with address 185.42.117.108:80
envoy-1         | [2024-06-11 13:43:31.628][1][debug][upstream] [source/common/upstream/upstream_impl.cc:351] transport socket match, socket default selected for host with address 91.208.207.217:80
envoy-1         | [2024-06-11 13:43:31.628][1][debug][upstream] [source/common/upstream/upstream_impl.cc:351] transport socket match, socket default selected for host with address 91.208.207.216:80
envoy-1         | [2024-06-11 13:43:31.628][1][debug][upstream] [source/common/upstream/upstream_impl.cc:351] transport socket match, socket default selected for host with address 91.208.207.215:80
envoy-1         | [2024-06-11 13:43:31.628][1][debug][upstream] [source/common/upstream/upstream_impl.cc:351] transport socket match, socket default selected for host with address 91.208.207.214:80
envoy-1         | [2024-06-11 13:43:31.628][1][debug][upstream] [source/common/upstream/upstream_impl.cc:351] transport socket match, socket default selected for host with address 46.252.181.104:80
envoy-1         | [2024-06-11 13:43:31.628][1][debug][upstream] [source/common/upstream/upstream_impl.cc:351] transport socket match, socket default selected for host with address 46.252.181.103:80
envoy-1         | [2024-06-11 13:43:31.628][1][debug][upstream] [source/common/upstream/upstream_impl.cc:351] transport socket match, socket default selected for host with address 185.42.117.109:80
envoy-1         | [2024-06-11 13:43:31.628][1][debug][upstream] [source/common/upstream/upstream_impl.cc:351] transport socket match, socket default selected for host with address 91.208.207.218:80
envoy-1         | [2024-06-11 13:43:31.628][1][debug][upstream] [source/common/upstream/strict_dns_cluster.cc:152] DNS hosts have changed for run.mocky.io
envoy-1         | [2024-06-11 13:43:31.628][1][trace][upstream] [source/common/upstream/upstream_impl.cc:1668] Local locality: 
envoy-1         | [2024-06-11 13:43:31.628][1][debug][upstream] [source/common/upstream/strict_dns_cluster.cc:180] DNS refresh rate reset for run.mocky.io, refresh rate 5000 ms
envoy-1         | [2024-06-11 13:43:31.628][1][debug][upstream] [source/common/upstream/upstream_impl.cc:1340] initializing Primary cluster greeter_service completed
envoy-1         | [2024-06-11 13:43:31.628][1][debug][upstream] [source/common/upstream/cluster_manager_impl.cc:1101] adding TLS cluster greeter_service
envoy-1         | [2024-06-11 13:43:31.629][1][debug][upstream] [source/common/upstream/cluster_manager_impl.cc:1179] membership update for TLS cluster greeter_service added 9 removed 0
envoy-1         | [2024-06-11 13:43:31.629][1][trace][upstream] [source/common/upstream/cluster_discovery_manager.cc:35] cm cdm: starting processing cluster name greeter_service (status 2) from cluster lifecycle callback in main_thread
envoy-1         | [2024-06-11 13:43:31.629][1][trace][upstream] [source/common/upstream/cluster_discovery_manager.cc:45] cm cdm: no callbacks for the cluster name greeter_service in main_thread
envoy-1         | [2024-06-11 13:43:31.629][1][debug][upstream] [source/common/upstream/cluster_manager_impl.cc:149] cm init: init complete: cluster=greeter_service primary=0 secondary=0
envoy-1         | [2024-06-11 13:43:31.629][1][debug][upstream] [source/common/upstream/cluster_manager_impl.cc:169] maybe finish initialize state: 1
envoy-1         | [2024-06-11 13:43:31.629][1][debug][upstream] [source/common/upstream/cluster_manager_impl.cc:178] maybe finish initialize primary init clusters empty: true
envoy-1         | [2024-06-11 13:43:31.629][1][info][runtime] [source/common/runtime/runtime_impl.cc:463] RTDS has finished initialization
envoy-1         | [2024-06-11 13:43:31.629][1][debug][upstream] [source/common/upstream/cluster_manager_impl.cc:244] continue initializing secondary clusters
envoy-1         | [2024-06-11 13:43:31.629][1][debug][upstream] [source/common/upstream/cluster_manager_impl.cc:169] maybe finish initialize state: 2
envoy-1         | [2024-06-11 13:43:31.629][1][debug][upstream] [source/common/upstream/cluster_manager_impl.cc:178] maybe finish initialize primary init clusters empty: true
envoy-1         | [2024-06-11 13:43:31.629][1][debug][upstream] [source/common/upstream/cluster_manager_impl.cc:193] maybe finish initialize secondary init clusters empty: true
envoy-1         | [2024-06-11 13:43:31.629][1][debug][upstream] [source/common/upstream/cluster_manager_impl.cc:220] maybe finish initialize cds api ready: false
envoy-1         | [2024-06-11 13:43:31.629][1][info][upstream] [source/common/upstream/cluster_manager_impl.cc:226] cm init: all clusters initialized
envoy-1         | [2024-06-11 13:43:31.629][1][info][main] [source/server/server.cc:875] all clusters initialized. initializing init manager
envoy-1         | [2024-06-11 13:43:31.629][1][info][config] [source/server/listener_manager_impl.cc:831] all dependencies initialized. starting workers
envoy-1         | [2024-06-11 13:43:31.629][16][debug][upstream] [source/common/upstream/cluster_manager_impl.cc:1101] adding TLS cluster greeter_service
envoy-1         | [2024-06-11 13:43:31.629][16][debug][upstream] [source/common/upstream/cluster_manager_impl.cc:1179] membership update for TLS cluster greeter_service added 9 removed 0
envoy-1         | [2024-06-11 13:43:31.629][16][trace][upstream] [source/common/upstream/cluster_discovery_manager.cc:35] cm cdm: starting processing cluster name greeter_service (status 2) from cluster lifecycle callback in worker_1
envoy-1         | [2024-06-11 13:43:31.629][16][trace][upstream] [source/common/upstream/cluster_discovery_manager.cc:45] cm cdm: no callbacks for the cluster name greeter_service in worker_1
envoy-1         | [2024-06-11 13:43:31.629][15][debug][upstream] [source/common/upstream/cluster_manager_impl.cc:1101] adding TLS cluster greeter_service
envoy-1         | [2024-06-11 13:43:31.629][15][debug][upstream] [source/common/upstream/cluster_manager_impl.cc:1179] membership update for TLS cluster greeter_service added 9 removed 0
envoy-1         | [2024-06-11 13:43:31.629][15][trace][upstream] [source/common/upstream/cluster_discovery_manager.cc:35] cm cdm: starting processing cluster name greeter_service (status 2) from cluster lifecycle callback in worker_0
envoy-1         | [2024-06-11 13:43:31.629][15][trace][upstream] [source/common/upstream/cluster_discovery_manager.cc:45] cm cdm: no callbacks for the cluster name greeter_service in worker_0
envoy-1         | [2024-06-11 13:43:31.629][1][warning][main] [source/server/server.cc:773] there is no configured limit to the number of allowed active connections. Set a limit via the runtime key overload.global_downstream_max_connections
envoy-1         | [2024-06-11 13:43:36.626][1][trace][upstream] [source/common/upstream/strict_dns_cluster.cc:107] starting async DNS resolution for run.mocky.io
envoy-1         | [2024-06-11 13:43:36.626][1][debug][dns] [source/extensions/network/dns_resolver/cares/dns_impl.cc:354] dns resolution for run.mocky.io started
envoy-1         | [2024-06-11 13:43:36.626][1][trace][dns] [source/extensions/network/dns_resolver/cares/dns_impl.cc:317] Setting DNS resolution timer for 5000 milliseconds
envoy-1         | [2024-06-11 13:43:41.630][1][trace][dns] [source/extensions/network/dns_resolver/cares/dns_impl.cc:317] Setting DNS resolution timer for 10000 milliseconds
udpproxy.com-1  | ['Udp_Proxy established'] ['input port 14520 and forwards incoming messages to ports starting from 53']
udpproxy.com-1  | ['received a message from ', ('172.20.0.3', 43264), 'on', '2024-06-11 13:43:31'] ['data = ', b'\x87;\x01\x00\x00\x01\x00\x00\x00\x00\x00\x00\x03run\x05mocky\x02io\x00\x00\x1c\x00\x01']
udpproxy.com-1  | ['new pair'] [('172.20.0.3', 43264), ('8.8.8.8', 53)]
udpproxy.com-1  | ['forwarded a message from ', ('172.20.0.3', 43264), 'into address of ', "('8.8.8.8', 53)", 'on', '2024-06-11 13:43:31'] ['data = ', b'\x87;\x01\x00\x00\x01\x00\x00\x00\x00\x00\x00\x03run\x05mocky\x02io\x00\x00\x1c\x00\x01']
